Time,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,MV101,P101,MV201,P201,P203,P205,MV301,MV302,MV303,MV304,P301,P401,P501,P602,UV401
2017-06-13 04:38:11.064,-0.6328442779622842,2.250865568436385,4.492550290250012,1.7756853542576256,0.7689435223071387,-1.2994292854271128,-0.9800748612575905,-0.3198196107216219,-2.2958182214750043,-3.0407495428645035,0.3293878888761961,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:38:49.025,-0.6518148961248882,2.2567498907850956,4.486178595377498,1.8526481364609324,0.711958301314339,-1.1970149137197907,-0.970175110954947,-0.2829271834042225,-2.4012496426499808,-3.0330854329551236,0.21345071631881363,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:39:26.986,-0.659529404271767,2.2778629900931984,4.448317083027344,1.9151919814840133,0.655844316000262,-1.1262971178406163,-0.970880561336308,-0.2438414252242978,-2.5246671299219727,-2.9876912930589095,0.09049844149010511,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:40:04.947,-0.6857482908755326,2.3544380137460648,4.432587810402314,2.0062877031711848,0.5964473977948701,-1.0570581844975542,-0.9727771544647847,-0.19433690761593203,-2.5824769742704934,-3.0640152425101412,-0.007848073046915371,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:40:42.908,-0.6649810953798814,2.377450812158597,4.385620113080414,2.034540497241078,0.5544497758066957,-0.9797736539571118,-0.9639303050894863,-0.14856221658668267,-2.6326961591923888,-2.959834099255507,-0.10586609532570423,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:41:20.869,-0.6920970665079529,2.458320404950723,4.347389618150652,2.112876622778737,0.49443548340023735,-0.8863134091530278,-0.9539099938989168,-0.08166441960697646,-2.606569392061588,-2.9977485569100293,-0.19100064549217222,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:41:58.830,-0.685574363265954,2.509118946231432,4.31590713477119,2.1785956245958698,0.4494864695766343,-0.8507475217401397,-0.9619525064939651,-0.042132149540897945,-2.661831643880868,-3.0453050866085976,-0.2809159535459651,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:42:36.791,-0.6574592739604469,2.555102891164295,4.2671271035556835,2.2130605864292976,0.394959455135547,-0.7548402968873953,-0.9513335538325061,0.028842511472905452,-2.7002876438071644,-2.9533227364736208,-0.39207427509761184,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:43:14.752,-0.8287104993988916,1.2560043791128641,4.273806210679236,2.261272220503246,0.30483893721136957,-0.1353338175544696,-0.7954445287659705,0.08382339056884414,-2.6827922296821085,-3.7541491564087375,-0.5723071644408964,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:43:52.713,-0.7762622976781299,1.8032165747877251,4.210266348022486,2.3173119696565543,0.2630627303490988,-0.25479936384648183,-0.8312520087641184,0.13700435252803644,-2.648403975596877,-3.4775540785970596,-0.6048981823316618,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:44:30.674,-0.70702868645225,2.220123877798766,4.147302052132917,2.3409493094775637,0.239030937742302,-0.3872038757765931,-0.8770191498139491,0.20238635024368778,-2.645343720272982,-3.1737573814895006,-0.6573470467629976,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:45:08.635,-0.6447593054619997,2.4468214988730392,4.0648779287791825,2.379558787586986,0.19558667499349736,-0.5206633862624521,-0.910743997418906,0.25061570571365066,-2.651306295097426,-3.042155363136847,-0.7344361494605964,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:45:46.596,-0.6355533938665009,2.6280174037861483,4.014152998872031,2.42983991939202,0.14974397041178744,-0.49092462963865635,-0.9145632723664568,0.32096398310374863,-2.5976467326735664,-3.002798664815037,-0.7923256503928445,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:46:24.557,-0.6042543232068153,2.6790324810743225,3.9524994364201738,2.4635956196851745,0.09395646057071771,-0.5229414311123443,-0.9220448504081995,0.3953773177765138,-2.5747838161568195,-2.9697785751917616,-0.8794668976234764,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:47:02.518,-0.8139874518608906,1.0782113161354943,3.944352473937098,2.5028567995163513,-0.01658889093665017,0.2478716092690656,-0.7240107757315072,0.4593052989129972,-2.557668676062808,-3.91477808234375,-1.0980048432938663,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:47:40.479,-0.6998011095592543,1.7645612635351802,3.8580577382444883,2.538945819869066,-0.033834675380859935,-0.044502081214636946,-0.813596652975838,0.5370147553413906,-2.520348819994732,-3.5027180092177743,-1.1375161271693537,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:48:18.440,-0.6232258483428293,2.283371034103621,3.7697457580927503,2.550076328829405,-0.05548635371793892,-0.29922436379683925,-0.8732729895819388,0.5846246117884842,-2.4714469981029503,-3.1962179965119417,-1.1479209587255226,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:48:56.401,-0.40285079274726077,2.476831821213616,3.374451594306612,2.9023545109528746,-1.0852492333466615,-0.5832455535176077,0.21508690015909723,-0.7340990570278325,-2.3970866720254778,-2.884284785309747,-1.0900227686157447,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:49:34.362,-0.44868720763669545,2.6907016544339073,3.4173786260905503,2.86852133120932,-1.0246813422255263,-0.6343659956731705,0.20861657217897528,-0.8020572317738119,-2.293387509094101,-2.941170650718898,-0.9311295097350873,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:50:12.323,-0.5599449714997164,1.9067510640505383,3.479640408719846,2.778085712708875,-0.976952059285464,-0.2472295579245013,0.30600897744349964,-0.8628889763473105,-2.271855637859327,-3.2910808259226827,-0.8728371765607995,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:50:50.284,-0.5834077817013741,1.7647310848072526,3.520792092840867,2.716917430603148,-0.9182968186395091,-0.15342074543115092,0.33119787533141637,-0.9240988937303652,-2.218687443614482,-3.361157789386628,-0.7612414719772315,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:51:28.245,-0.5265029458687143,2.3544609648806016,3.5171083117938613,2.646597424922377,-0.8409875751422975,-0.42886945456327963,0.2664549807604477,-0.9892134625406013,-2.1797207659967035,-3.0677972909838367,-0.6002592561436739,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:52:06.206,-0.49120570262020957,2.620713955757382,3.5269303645803043,2.57917657374958,-0.779215000925132,-0.563345525124232,0.23736889952571574,-1.03957202402415,-2.117232524629211,-2.946304264025502,-0.4583106481464342,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:52:44.167,-0.5534935334598607,2.4883774453035468,3.5543484043136866,2.5131854292878146,-0.7149165533185797,-0.46729498353707866,0.26364181632409134,-1.098014275110054,-2.020844117395473,-2.9758455056102084,-0.33776634894328483,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:53:22.128,-0.7012764959876234,1.461324763564249,3.6155749285427667,2.4372601739817408,-0.6925258301232042,-0.0030875736567669287,0.39343213037443603,-1.1502092335428817,-1.952033535191316,-3.6069607522475238,-0.2924690096014306,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:54:00.089,0.25901869974496655,1.9922445229708599,2.2836024062166698,3.948684938202933,0.9979210709987831,-0.03176402936752809,-0.8530915175248193,-2.610087918699051,-1.5784886298135825,-3.1254569619119774,-0.3435622145280943,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2
2017-06-13 04:54:38.050,0.14149490789265332,2.4319639560717206,2.501070902667777,3.610775671288843,0.8025297488616376,-0.29686728844538923,-0.7156718477200156,-2.43619469187009,-1.5470855755818202,-2.940154298988491,-0.11728563226312538,1,2,2,1,2,2,1,1,2,0,1,2,2,1,2
2017-06-13 04:55:16.011,0.16232822590967,2.4923992747314485,2.54902886796731,3.5110078431288225,0.8416564728041787,-0.2908454310173142,-0.7021257991394838,-2.4748009267295004,-1.5560122977826703,-2.8572044449989478,-0.010167124515914616,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2
2017-06-13 04:55:53.972,-0.5798667868706536,1.428071712482222,3.430447255396389,2.574164652236734,-0.05317432556981924,0.011772439651815514,0.11012808761785761,-1.7434851072252013,-1.7883832796393413,-3.6674678289397304,0.1275595382527177,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2
2017-06-13 04:56:31.933,-0.7002482805968973,2.2462594106486105,3.7698670690137743,2.1147390507797477,-0.37106844995684773,-0.3948791865194602,0.2920279577449625,-1.4849132932699074,-1.915591115329251,-3.152028331118618,0.3518448920359901,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:57:09.894,-0.6192091742777072,2.5689203317662965,3.8000515632500496,2.0269822529077355,-0.3000226180433606,-0.5139605850905938,0.2630580378524586,-1.5494919273773844,-1.9416306217963055,-2.921690552991572,0.4827111304513414,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:57:47.855,-0.7065232993669679,2.627759124689288,3.827398160219123,2.0016840911264984,-0.24661934475916236,-0.5167992828068843,0.2666933707723873,-1.603917696637652,-1.811324264899952,-2.9685667744092403,0.6219678150892813,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:58:25.816,-0.7983284429032099,1.4171158849304104,3.830881387973909,1.8640456217698889,-0.2088686357306282,-0.11434909983786234,0.4091382468395281,-1.5998156060414235,-1.4359178938479902,-3.5999258331103667,0.7282113040114094,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:59:03.777,-0.6795370378306934,2.138823397790084,3.7988724469237862,1.7628847758923614,-0.12032242802124854,-0.48620384647651194,0.32582569552033,-1.646608930550114,-1.317686135989645,-3.125925006006377,0.9321297432896962,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 04:59:41.738,-0.623543719637648,2.5078621955051825,3.8020635308215387,1.697206544975729,-0.0570614982583007,-0.6861476178063404,0.2779746097738219,-1.6964976916384975,-1.3035938484648117,-2.8947750325160575,1.054630735612888,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:00:19.699,-0.8065290791645998,2.218932917753155,4.145866721160022,1.2847135875694233,0.9810972599008765,-0.37395826856738273,-0.7919728215428684,-0.37572865975553355,-1.3164442685404452,-3.207274277844609,1.0046714321539096,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:00:57.660,-0.8944705942891417,1.5878998618722044,4.095942544951616,1.3230071512448038,0.9152759817976982,-0.09624164767933896,-0.7274771997351666,-0.297358425498498,-1.2455671545376723,-3.569865377742288,0.8866060130072029,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:01:35.621,-0.7775450090013913,2.2652207199913974,3.996305169557592,1.3385324490856818,0.887542254208966,-0.44005370881097894,-0.8068529486477104,-0.22117806753396266,-1.1659733315780119,-3.1589417265502053,0.8631796421912366,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:02:13.582,-0.7026621722668569,2.5834154816347885,3.8781111965725157,1.343442925988287,0.850804816503167,-0.6451562557963069,-0.8473447568127837,-0.13886406517918387,-1.0508165667833742,-2.9401664259634384,0.8134373431248889,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:02:51.543,-0.8107676953203959,1.4651915805564721,3.8402742501436524,1.3657247214714898,0.7621097159858895,-0.1941865329143182,-0.7246036367992919,-0.04387729149796604,-0.9125504389689839,-3.676450760481401,0.676160972430847,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:03:29.504,-0.7131088920984957,1.7889565285142064,3.7343891077837195,1.3669926105498118,0.7315521013648629,-0.35822175789558713,-0.7571427238000484,0.03488331168722045,-0.7872128011069564,-3.4292191801060343,0.6363298466157535,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:04:07.465,-0.6083670596416787,2.371611553050103,3.6067266141991854,1.3652694124505351,0.7041662882763369,-0.7306769222832508,-0.8395325385107046,0.11980545283702923,-0.6778334195852257,-2.9996227668891393,0.6156381945260997,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:04:45.426,-0.6488299613027871,2.1282320034678945,3.5545886021722515,1.4085526181753234,0.6455113414695847,-0.607995645791608,-0.8074004645560597,0.19617440958753446,-0.5646641477778124,-3.336471918653076,0.5378458676600213,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:05:23.387,-0.7090611797093092,1.5364941530230412,3.4986721514122343,1.428175073259224,0.5755769559016302,-0.3575304747903248,-0.7306637161885179,0.2678255562705869,-0.4490357425196905,-3.7629744839236223,0.43521156775873165,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:06:01.348,-0.5843814735161931,2.194838353205943,3.394671250474292,1.4606162574533967,0.5517703873552895,-0.6432550347562268,-0.8070354966131101,0.3306301583975087,-0.3894876481190994,-3.2996503971973725,0.41403785964447837,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:06:39.309,-0.4915296566176801,2.594095091128357,3.281456189693481,1.4606546650334662,0.5110365030593921,-0.9450526558539064,-0.8746780249590073,0.42298448765539404,-0.33429155200455374,-3.0556995410219616,0.34938672782900826,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:07:17.270,-0.6394144884810941,1.025770236118717,3.247068394858809,1.469281859209862,0.42041896428255654,-0.24498912449741206,-0.6916006795991523,0.5206569079680645,-0.19858229071659217,-3.9073232983010246,0.14819816547093978,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:07:55.231,-0.5419755970856709,1.8819020715296628,3.12827504286565,1.4888957927133006,0.40022450578846236,-0.7233607132657296,-0.7971990796420356,0.5862683273902298,-0.054715872876994975,-3.515536906637027,0.18035941952368212,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:08:33.192,-0.42422618619114494,2.441156566393355,3.0200714931717965,1.5039714966786835,0.3675635445209636,-0.9820698522715973,-0.859632852037453,0.6658835250885812,0.03531271892625748,-3.177488825032141,0.15468604972533778,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:09:11.153,-0.5167639563419095,1.507779746450191,2.990090471322543,1.5064662773376918,0.30882850000806294,-0.5876429741253753,-0.7507102867680537,0.7289584287404585,0.13969954070999957,-3.706327671205687,0.04063815728068915,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:09:49.114,-0.4603607592532014,1.7645278018415245,2.883654385118395,1.5240557958561807,0.2629588516049037,-0.7522262542745696,-0.7819173162690636,0.8180190752559047,0.2680351249544578,-3.582962886348567,-0.013677160389749698,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:10:27.075,-0.33749458982045555,2.327348225615301,2.781329641764814,1.538761915941393,0.22870023119698835,-1.0852582478255155,-0.8567583884981216,0.9013281365396832,0.37300883321308964,-3.2843032157193695,-0.028157708824316313,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:11:05.036,-0.3978314289455466,1.771761057507152,2.70674365296385,1.5610617588231523,0.15776996088665707,-0.8486678480000366,-0.7944925167545047,0.9856991229538448,0.43169339733804396,-3.5262214324305328,-0.17270229873926038,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:11:42.997,-0.3632815180907586,1.5413278808859694,2.6412703591222497,1.5540909295742678,0.11273606580467788,-0.80318190237353,-0.7709535866574728,1.0593976809308392,0.5212695612576785,-3.6454023873039088,-0.25289157921750594,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:12:20.958,-0.24717029562803708,2.2094042938402585,2.514757580116078,1.5777489215634084,0.07303467492055393,-1.1422209272084554,-0.8463587003724282,1.1379716695755857,0.6341400357373411,-3.298992620838064,-0.2661080824132682,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:12:58.919,-0.19886368634143875,2.2101893310262652,2.341980380704648,1.6880415092757124,-0.21233706117674553,-1.2550860452337163,-0.5860470719323375,0.8674330694899413,0.7469888419650469,-3.3078195014210174,-0.3081868607074697,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:13:36.880,-0.2021325474663652,1.1433860305524894,2.1145582428096654,1.8895392710509653,-0.980331255776723,-1.0283381345685398,0.3603294195277963,-0.1559182522637083,0.8503324685174146,-3.796470358539805,-0.2708526272751106,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:14:14.841,-0.12632034332319275,1.9957668142786809,2.092165800826191,1.8314994180256432,-0.88669701918079,-1.4433067238942952,0.2555285851189104,-0.22562231677658995,0.9447967334412687,-3.3873427601147976,-0.055399939852147057,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2
2017-06-13 05:14:52.802,0.2171389929083847,2.240154639910067,1.5367031300498357,2.3342452367187416,-1.6006950794352237,-1.4577543968306492,-0.15308749155958878,0.34650491930670546,0.6383360938619601,-3.1423690854182635,1.4386639833153974,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:15:30.763,0.17549879596802717,1.9828122782608817,1.512869803355927,2.3444274958144256,-1.644892355154734,-1.307596436280329,-0.1190454384255572,0.3769166379417326,0.6986142310267116,-3.3566506588271183,1.5094705194480909,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:16:08.724,0.20927757588345547,1.8222356351543634,1.490882795100819,2.3075791042775635,-1.647448149859769,-1.3236534885484281,-0.1088765220540526,0.3849825150126728,0.6872182787175874,-3.3892331052433224,1.4730651103990349,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:16:46.685,0.19416769978235773,1.78235656281782,1.4654910388653766,2.300287768068749,-1.6561232984732293,-1.333944948978078,-0.09065476055402452,0.39980771856221087,0.7882744600269216,-3.5204484217946908,1.4723971143443026,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:17:24.646,0.2163886216117804,1.7308628828640649,1.4588151792524422,2.2727742396146104,-1.6614082844038722,-1.288707580173204,-0.06242781950817233,0.41378172934492874,0.8464287757486675,-3.5509664478714424,1.4719451299919024,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:18:02.607,0.24029000616144644,1.6418501662138936,1.4360962634030183,2.2397213327066408,-1.6560064137956583,-1.3658122421576455,-0.06385055909428974,0.4152211740964955,0.8632442664606215,-3.575519366503592,1.4583273336479816,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:18:40.568,0.26028071560749383,1.6084293379674452,1.412476355175972,2.205598482585703,-1.6606099832648837,-1.3518495307297094,-0.04063252324460065,0.4313429274264434,0.9353837776304612,-3.5960798036446313,1.4590625510168895,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:19:18.529,0.2821029637114994,1.6074410084068593,1.410691580748168,2.200907764941388,-1.6669792471520626,-1.3142830541872468,-0.017808436611684686,0.44807001235379157,1.0008140845552977,-3.613279463479468,1.448429778454502,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:19:56.490,0.2929404447856501,1.5895400121743875,1.3875763821466867,2.168069820545659,-1.6612216468121186,-1.3463901545396455,-0.007672143775757978,0.448399938031039,1.0552726753117208,-3.6514196499165017,1.4577192979381925,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:20:34.451,0.285058027032352,1.608345973046197,1.3683371384943912,2.1708437377280756,-1.6682179409352553,-1.3656280232021567,0.004353173052671744,0.4601738912390918,1.1588100775092671,-3.754430986561826,1.472158097036314,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:21:12.412,0.34623594055051754,1.5091119791823007,1.3489197885554993,2.1115681825390475,-1.659540744511903,-1.4121204193019146,0.010694081661946603,0.46851588642180836,1.1505672915399974,-3.6428170479372017,1.4458110867545213,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
2017-06-13 05:21:50.373,0.36479770803149053,1.5333702109152818,1.331517068656428,2.096342163304341,-1.66524561023789,-1.382605555358084,0.03507816241588013,0.48620922863484234,1.2545109829125165,-3.6908663333044287,1.4595212715512218,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
